Building,Complete Target,Completion Status,Country,County,Description,Months,Operational Unit,Post,Raised Date,Region,Short Description,WO Complete,WO Number,WO Status,Work Type,2022,2023,Amount or Number,p.Choose Year
Royal Palace of Ebla,13/10/2022 13:58:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Sep,Home Office,GL1,29/09/2022 13:58:00,West,Clinical Waste,29/09/2022 16:32:00,GEMF:1137,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,13/10/2022 15:11:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Sep,Probation,CR3,29/09/2022 15:11:00,South,Residential Assistant,29/09/2022 15:27:10,GEMF:10769,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Dolmen de Viera,13/10/2022 21:28:00,Closed,United Kingdom,Oxfordshire,Work order completed with documents/costs,22-Sep,DLUHC,GL7,29/09/2022 21:28:00,East,Residential Assistant,12/10/2022 10:45,GEMF:10770,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Scotland House,14/10/2022 09:37:00,Opened,United Kingdom,Lancashire,Work is in progress,22-Sep,Probation,BB1,30/09/2022 09:37:00,West,General Waste,,GEMF:10771,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Bird Palace,14/10/2022 10:38:00,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Sep,Probation,CA1,30/09/2022 10:38:00,West,Residential Assistant,3/10/2022 12:25,GEMF:10772,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Royal Palace of Ebla,14/10/2022 12:48:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Sep,Home Office,GL1,30/09/2022 12:48:00,West,Clinical Waste,13/10/2022 17:45:05,GEMF:1138,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,14/10/2022 13:57:00,Opened,United Kingdom,Surrey,Work is in progress,22-Sep,Probation,CR3,30/09/2022 13:57:00,South,Clinical Waste,,GEMF:10773,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Dhamek Stupa,14/10/2022 14:55:00,Closed,United Kingdom,Derbyshire,Work order completed with documents/costs,22-Sep,Immigration,DE4,30/09/2022 14:55:00,West,Clinical Waste,12/10/2022 12:01,GEMF:1139,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Bird Palace,14/10/2022 18:53:00,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Sep,Probation,CA1,30/09/2022 18:53:00,West,General Waste,3/10/2022 12:44,GEMF:10774,WRKCOM,SERVICE FAILURE,451,480.315,451,451
London House,14/10/2022 21:27:00,Closed,United Kingdom,Isle of Wight,Work order completed with documents/costs,22-Sep,Probation,PO30,30/09/2022 21:27:00,South,Clinical Waste,3/10/2022 10:01,GEMF:10775,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,14/10/2022 23:59:00,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Oct,Probation,BA3,1/10/2022 12:22,West,Residential Assistant,3/10/2022 10:08,GEMF:10776,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,14/10/2022 23:59:00,Opened,United Kingdom,Shropshire,Work is in progress,22-Oct,Probation,CW3,1/10/2022 13:25,West,Residential Assistant,,GEMF:10778,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Keezhadi excavation site,14/10/2022 23:59:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,1/10/2022 16:37,West,Residential Assistant,3/10/2022 10:32,GEMF:10779,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Keezhadi excavation site,14/10/2022 23:59:00,Opened,United Kingdom,Shropshire,Assigned to supplier,22-Oct,Probation,CW3,1/10/2022 16:39,West,Residential Assistant,,GEMF:10780,ASSIGNED,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,14/10/2022 23:59:00,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Oct,Probation,BA3,1/10/2022 20:39,West,Residential Assistant,3/10/2022 10:21,GEMF:10781,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,14/10/2022 23:59:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,2/10/2022 1:27,West,Residential Assistant,3/10/2022 10:19,GEMF:10782,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,14/10/2022 23:59:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,2/10/2022 14:57,West,Residential Assistant,3/10/2022 10:22,GEMF:10783,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Manhattan Building,14/10/2022 23:59:00,Opened,United Kingdom,Shropshire,Work is in progress,22-Oct,Probation,CW3,2/10/2022 19:07,West,Residential Assistant,,GEMF:10784,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Hattusa,14/10/2022 23:59:00,Opened,United Kingdom,Shropshire,Work is in progress,22-Oct,Probation,CW3,2/10/2022 20:59,West,Residential Assistant,,GEMF:10786,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Hattusa,17/10/2022 09:06:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,3/10/2022 9:06,West,Clinical Waste,3/10/2022 15:11,GEMF:10787,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,17/10/2022 11:34:00,Opened,United Kingdom,Surrey,Work is in progress,22-Oct,Probation,CR3,3/10/2022 11:34,South,Clinical Waste,,GEMF:10788,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Massive Heights,17/10/2022 14:24:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,3/10/2022 14:24,West,Residential Assistant,3/10/2022 15:45,GEMF:10789,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Royal Palace of Ebla,17/10/2022 15:37:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Oct,Home Office,GL1,3/10/2022 15:37,West,Residential Assistant,4/10/2022 9:55,GEMF:1140,WRKCOM,SERVICE FAILURE,451,480.315,451,451
The Shard,18/10/2022 02:50:00,Closed,United Kingdom,Cornwall,Work order completed with documents/costs,22-Oct,DoE,EX22,4/10/2022 2:50,West,Residential Assistant,16/01/2023 12:11:12,GEMF:10790,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,18/10/2022 09:38:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Oct,Probation,CR3,4/10/2022 9:38,South,Clinical Waste,16/01/2023 11:59:13,GEMF:10791,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Keezhadi excavation site,18/10/2022 09:54:00,Opened,United Kingdom,Shropshire,Call to supplier received,22-Oct,Probation,CW3,4/10/2022 9:54,West,Residential Assistant,,GEMF:10792,CALLMADESUP,SERVICE FAILURE,451,480.315,451,451
Newton Place,18/10/2022 10:54:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Oct,Probation,BN1,4/10/2022 10:54,South,Lock up/open up,4/10/2022 11:35,GEMF:10793,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Keezhadi excavation site,18/10/2022 11:22:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,4/10/2022 11:22,West,Residential Assistant,16/01/2023 11:58:14,GEMF:10794,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Taj Mahal,18/10/2022 14:45:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Oct,Border Force,BN1,4/10/2022 14:45,South,Clinical Waste,12/10/2022 12:00,GEMF:1141,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Royal Palace of Ebla,18/10/2022 16:15:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Oct,Home Office,GL1,4/10/2022 16:15,West,Lock up/open up,5/10/2022 9:56,GEMF:1142,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,19/10/2022 00:07:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,5/10/2022 0:07,West,Lock up/open up,16/01/2023 11:59:33,GEMF:10795,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,19/10/2022 05:02:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Oct,Probation,CR3,5/10/2022 5:02,South,Residential Assistant,16/01/2023 12:10:21,GEMF:10797,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,19/10/2022 10:03:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,5/10/2022 10:03,West,Residential Assistant,5/10/2022 10:37,GEMF:10798,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,19/10/2022 12:47:00,Opened,United Kingdom,Shropshire,Work is in progress,22-Oct,Probation,CW3,5/10/2022 12:47,West,Residential Assistant,,GEMF:10799,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Pyramid of Userkaf,19/10/2022 13:22:00,Closed,United Kingdom,Belfast,Work order completed with documents/costs,22-Oct,Border Force,DH1,5/10/2022 13:22,North,Residential Assistant,16/12/2022 06:48:36,GEMF:1143,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Royal Palace of Ebla,19/10/2022 13:47:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Oct,Home Office,GL1,5/10/2022 13:47,West,Lock up/open up,6/10/2022 9:13,GEMF:1144,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,20/10/2022 08:51:00,Opened,United Kingdom,Shropshire,Work is in progress,22-Oct,Probation,CW3,6/10/2022 8:51,West,Residential Assistant,,GEMF:10802,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Royal Palace of Ebla,20/10/2022 10:56:00,Opened,United Kingdom,Gloucestershire,Work is in progress,22-Oct,Home Office,GL1,6/10/2022 10:56,West,Residential Assistant,,GEMF:1145,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,20/10/2022 12:02:00,Opened,United Kingdom,Somerset,Work is in progress,22-Oct,Probation,BA3,6/10/2022 12:02,West,Residential Assistant,,GEMF:10803,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,20/10/2022 12:03:00,Closed,United Kingdom,Somerset,Work order completed with documents/costs,22-Oct,Probation,BA3,6/10/2022 12:03,West,Residential Assistant,6/10/2022 13:00,GEMF:10804,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,20/10/2022 12:06:00,Opened,United Kingdom,Somerset,Work is in progress,22-Oct,Probation,BA3,6/10/2022 12:06,West,Residential Assistant,,GEMF:10805,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Rambo Heights,20/10/2022 12:06:00,Opened,United Kingdom,Somerset,Work is in progress,22-Oct,Probation,BA3,6/10/2022 12:06,West,Residential Assistant,,GEMF:10806,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Keezhadi excavation site,20/10/2022 13:40:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,6/10/2022 13:40,West,Residential Assistant,16/01/2023 11:59:48,GEMF:10808,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Red Pyramid,20/10/2022 13:44:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Oct,Border Force,GL1,6/10/2022 13:44,West,Clinical Waste,6/10/2022 15:36,GEMF:1147,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Porta Nigra,20/10/2022 13:58:00,Opened,United Kingdom,Essex,Work is in progress,22-Oct,Home Office,CB1,6/10/2022 13:58,East,Lock up/open up,,GEMRH:9261,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Burj Khalifa,20/10/2022 15:24:00,Closed,United Kingdom,Inverness,Work order completed with documents/costs,22-Oct,MoJ,LU1,6/10/2022 15:24,North,Residential Assistant,7/10/2022 10:03,GEMF:10809,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Dolmen de Viera,21/10/2022 06:29:00,Closed,United Kingdom,Oxfordshire,Work order completed with documents/costs,22-Oct,DLUHC,GL7,7/10/2022 6:29,East,Clinical Waste,7/10/2022 10:14,GEMF:10810,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Barnenez,21/10/2022 12:28:00,Closed,United Kingdom,Middlesex,Work order completed with documents/costs,22-Oct,DLUHC,HA0,7/10/2022 12:28,North,Residential Assistant,10/10/2022 10:06,GEMF:10811,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Royal Palace of Ebla,21/10/2022 14:29:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Oct,Home Office,GL1,7/10/2022 14:29,West,Clinical Waste,10/10/2022 10:46,GEMF:1148,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Mini Lodge,21/10/2022 14:50:00,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Oct,Probation,CA1,7/10/2022 14:50,West,General Waste,16/01/2023 11:58:42,GEMF:10812,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Dolmen de Viera,21/10/2022 23:59:00,Opened,United Kingdom,Oxfordshire,Work is in progress,22-Oct,DLUHC,GL7,8/10/2022 6:19,East,Residential Assistant,,GEMF:10813,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Ramesseum,21/10/2022 23:59:00,Opened,United Kingdom,Gloucestershire,Work is in progress,22-Oct,Probation,GL1,8/10/2022 17:48,West,Residential Assistant,,GEMF:10814,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Dolmen de Viera,21/10/2022 23:59:00,Closed,United Kingdom,Oxfordshire,Work order completed with documents/costs,22-Oct,DLUHC,GL7,8/10/2022 20:30,East,Residential Assistant,10/10/2022 10:14,GEMF:10815,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Keezhadi excavation site,21/10/2022 23:59:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,9/10/2022 12:26,West,Residential Assistant,16/01/2023 12:53:22,GEMF:10816,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,24/10/2022 00:07:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,10/10/2022 0:07,West,Residential Assistant,10/10/2022 10:22,GEMF:10817,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,24/10/2022 08:29:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Oct,Probation,CR3,10/10/2022 8:29,South,Residential Assistant,24/10/2022 09:21:46,GEMF:10818,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,24/10/2022 08:33:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Oct,Probation,CR3,10/10/2022 8:33,South,General Waste,24/10/2022 09:23:17,GEMF:10820,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Royal Palace of Ebla,24/10/2022 08:38:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Oct,Home Office,GL1,10/10/2022 8:38,West,Clinical Waste,10/10/2022 15:24,GEMF:1149,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,24/10/2022 08:57:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Oct,Probation,CR3,10/10/2022 8:57,South,Residential Assistant,10/10/2022 9:49,GEMF:10821,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Massive Heights,24/10/2022 10:57:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,10/10/2022 10:57,West,Residential Assistant,24/10/2022 07:42:30,GEMF:10822,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Keezhadi excavation site,24/10/2022 13:12:00,Opened,United Kingdom,Shropshire,Work is in progress,22-Oct,Probation,CW3,10/10/2022 13:12,West,Residential Assistant,,GEMF:10823,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Capetown Heights,24/10/2022 13:33:00,Opened,United Kingdom,Northamptonshire,Work is in progress,22-Oct,Probation,CV23,10/10/2022 13:33,East,Residential Assistant,,GEMF:10824,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Tomb of the Eagles,24/10/2022 14:43:00,Opened,United Kingdom,Surrey,Work is in progress,22-Oct,DLUHC,CR3,10/10/2022 14:43,South,Residential Assistant,,GEMF:10825,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Manhattan Building,24/10/2022 19:30:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,10/10/2022 19:30,West,Residential Assistant,24/10/2022 07:43:50,GEMF:10826,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,25/10/2022 08:52:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Oct,Probation,CR3,11/10/2022 8:52,South,Residential Assistant,12/10/2022 10:16,GEMF:10827,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Keezhadi excavation site,25/10/2022 12:21:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,11/10/2022 12:21,West,Residential Assistant,24/10/2022 13:22:38,GEMF:10828,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Royal Palace of Ebla,25/10/2022 13:10:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Oct,Home Office,GL1,11/10/2022 13:10,West,Clinical Waste,24/10/2022 08:05:37,GEMF:1150,WRKCOM,SERVICE FAILURE,451,480.315,451,451
The Shard,25/10/2022 14:55:00,Closed,United Kingdom,Cornwall,Work order completed with documents/costs,22-Oct,DoE,EX22,11/10/2022 14:55,West,Residential Assistant,25/10/2022 15:32:31,GEMF:10829,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Capetown Heights,25/10/2022 17:45:00,Closed,United Kingdom,Northamptonshire,Work order completed with documents/costs,22-Oct,Probation,CV23,11/10/2022 17:45,East,Residential Assistant,24/10/2022 13:20:48,GEMF:10830,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Newton Place,25/10/2022 22:24:00,Opened,United Kingdom,East Sussex,Work is in progress,22-Oct,Probation,BN1,11/10/2022 22:24,South,Lock up/open up,,GEMF:10831,WRKINPROG,SERVICE FAILURE,451,480.315,451,451
Hattusa,25/10/2022 23:47:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,11/10/2022 23:47,West,Lock up/open up,12/10/2022 9:37,GEMF:10832,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Royal Palace of Ebla,26/10/2022 13:58:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Oct,Home Office,GL1,12/10/2022 13:58,West,Clinical Waste,25/10/2022 08:21:11,GEMF:1151,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Capetown Heights,26/10/2022 14:57:00,Closed,United Kingdom,Northamptonshire,Work order completed with documents/costs,22-Oct,Probation,CV23,12/10/2022 14:57,East,Residential Assistant,25/10/2022 07:49:39,GEMF:10834,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Royal Palace of Ebla,27/10/2022 09:20:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Oct,Home Office,GL1,13/10/2022 09:20:00,West,Clinical Waste,13/10/2022 17:40:05,GEMF:1153,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Porta Nigra,27/10/2022 13:15:00,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-Oct,Home Office,CB1,13/10/2022 13:15:00,East,Clinical Waste,18/10/2022 08:00:00,GEMF:1155,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,27/10/2022 18:19:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Oct,Probation,CR3,13/10/2022 18:19:00,South,Residential Assistant,14/10/2022 08:51:36,GEMF:10835,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,28/10/2022 00:36:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,14/10/2022 00:36:00,West,Lock up/open up,14/10/2022 08:51:17,GEMF:10836,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,28/10/2022 00:38:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,14/10/2022 00:38:00,West,Lock up/open up,14/10/2022 08:50:45,GEMF:10837,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,28/10/2022 00:43:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,14/10/2022 00:43:00,West,Lock up/open up,14/10/2022 08:49:39,GEMF:10838,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,28/10/2022 00:44:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,Probation,CW3,14/10/2022 00:44:00,West,Lock up/open up,14/10/2022 08:49:54,GEMF:10839,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Newton Place,28/10/2022 08:06:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Oct,Probation,BN1,14/10/2022 08:06:00,South,Residential Assistant,14/10/2022 08:50:19,GEMF:10840,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Bird Palace,28/10/2022 09:41:00,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Oct,Probation,CA1,14/10/2022 09:41:00,West,Residential Assistant,14/10/2022 11:06:45,GEMF:10841,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Porta Nigra,28/10/2022 10:28:00,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-Oct,Home Office,CB1,14/10/2022 10:28:00,East,Residential Assistant,14/10/2022 15:04:38,GEMF:1156,WRKCOM,SERVICE FAILURE,451,480.315,451,451
